,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
711,窃盗,オートバイ盗,調布,調布駅前交番,132080.0,東京都,調布市,布田１丁目,2021/4/14,13,道路上,その他,キーなし,なし,自動二輪（50cc超）
712,窃盗,オートバイ盗,調布,飛田給駅前交番,132080.0,東京都,調布市,飛田給１丁目,2021/1/29,7,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
713,窃盗,オートバイ盗,小平,上宿交番,132110.0,東京都,小平市,小川町１丁目,2017/3/21,不明,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
714,窃盗,オートバイ盗,小平,大沼町交番,132110.0,東京都,小平市,大沼町７丁目,2021/4/8,12,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
715,窃盗,オートバイ盗,小平,学園東交番,132110.0,東京都,小平市,小川東町,2021/12/18,16,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
716,窃盗,オートバイ盗,小平,学園東交番,132110.0,東京都,小平市,鈴木町１丁目,2021/3/13,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
717,窃盗,オートバイ盗,小平,小川駅前交番,132110.0,東京都,小平市,小川町２丁目,2021/5/19,18,一戸建住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
718,窃盗,オートバイ盗,小平,小川駅前交番,132110.0,東京都,小平市,津田町２丁目,2021/10/10,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
719,窃盗,オートバイ盗,小平,小平駅前交番,132110.0,東京都,小平市,天神町３丁目,2021/3/29,2,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
720,窃盗,オートバイ盗,小平,鷹の台駅前交番,132110.0,東京都,小平市,津田町２丁目,2021/10/10,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
721,窃盗,オートバイ盗,八丈島,川向駐在所,,東京都,八丈島八丈町,三根,2021/10/9,15,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,原動機付自転車（50cc以下）
